time,Bx,By,Bz,BT
6.768179,7.50,35.44,-22.37,42.57
6.778236,7.56,35.44,-22.46,42.63
6.788618,7.78,35.31,-22.67,42.67
6.798730,7.67,35.40,-22.65,42.72
6.808543,7.48,35.34,-22.54,42.58
6.823913,7.48,35.27,-22.59,42.55
6.840873,7.44,35.27,-22.24,42.35
6.843441,7.44,35.23,-22.11,42.25
6.855675,7.44,35.19,-21.98,42.15
6.858415,7.61,35.25,-22.01,42.25
6.868268,7.54,35.40,-21.90,42.30
6.878582,7.76,35.33,-22.09,42.38
6.887506,7.95,35.33,-22.26,42.50
6.898161,7.86,35.48,-22.12,42.54
6.907907,7.89,35.38,-22.29,42.56
6.919613,7.88,35.29,-22.46,42.57
6.928032,8.06,35.19,-22.46,42.52
6.938323,8.08,35.23,-22.54,42.60
6.948190,7.67,35.16,-22.28,42.32
6.958362,7.63,35.29,-22.24,42.40
6.968548,7.71,35.27,-22.09,42.32
6.978196,7.95,35.34,-22.16,42.47
6.988304,7.93,35.61,-22.28,42.74
6.999701,7.82,35.72,-22.29,42.82
7.008350,7.63,35.85,-22.24,42.87
7.024749,7.71,35.53,-22.11,42.55
7.028204,7.91,35.62,-22.22,42.72
7.038194,7.88,35.38,-22.35,42.58
7.048246,7.99,35.36,-22.28,42.55
7.057650,7.88,35.33,-22.29,42.51
7.068272,8.08,35.06,-22.28,42.32
7.078885,8.08,34.93,-21.99,42.06
7.088317,8.21,34.95,-22.33,42.28
7.099846,7.89,35.04,-22.16,42.21
7.108377,8.03,34.89,-22.05,42.05
7.118899,8.03,34.97,-21.75,41.96
7.129110,7.74,35.06,-21.60,41.90
7.142627,7.80,35.10,-21.53,41.91
7.159903,7.52,35.10,-21.19,41.68
7.162682,7.76,35.33,-21.58,42.12
7.174484,7.89,35.21,-21.60,42.06
7.179012,8.12,35.12,-21.60,42.02
7.188725,8.12,35.10,-21.94,42.18
7.199243,8.12,35.04,-21.75,42.04
7.208219,8.21,35.04,-22.09,42.23
7.221437,8.16,34.88,-21.92,41.99
7.228312,8.42,34.97,-21.90,42.11
7.238371,8.38,34.97,-21.77,42.03
7.248711,8.33,35.01,-21.58,41.96
7.258360,8.33,35.12,-21.81,42.17
7.267987,8.23,35.25,-21.53,42.11
7.278308,8.29,35.33,-21.71,42.28
7.288696,8.38,35.21,-21.36,42.03
7.300606,8.51,35.53,-21.64,42.46
7.308854,8.36,35.40,-21.90,42.46
7.318354,8.34,35.36,-21.84,42.39
7.328641,8.31,35.18,-21.68,42.14
7.340691,8.06,35.18,-21.38,41.94
7.355627,8.18,35.16,-21.56,42.04
7.357326,8.18,35.06,-21.47,41.92
7.367975,8.10,35.14,-21.73,42.10
7.377776,8.06,34.99,-21.79,42.00
7.387990,8.27,34.99,-21.56,41.92
7.398816,8.27,34.95,-21.56,41.89
7.408535,8.29,35.03,-21.58,41.97
7.418215,8.49,35.18,-21.53,42.10
7.427975,8.49,35.18,-21.39,42.04
7.438203,8.31,35.33,-21.28,42.07
7.448563,8.21,35.38,-21.38,42.14
7.457586,8.14,35.29,-21.30,42.01
7.468016,8.16,35.34,-21.47,42.15
7.478274,8.18,35.16,-21.49,42.01
7.488627,7.97,35.18,-21.51,41.99
7.501897,7.97,35.06,-21.71,42.00
7.508244,8.03,34.74,-21.69,41.74
7.518949,7.97,34.74,-21.92,41.85
7.528888,8.19,34.63,-22.03,41.85
7.542328,8.14,34.76,-21.88,41.87
7.557388,7.84,34.76,-21.98,41.87
7.559350,7.84,35.03,-21.90,42.05
7.570362,7.78,35.25,-22.01,42.28
7.578444,7.63,35.27,-22.05,42.29
7.587809,7.48,35.49,-22.07,42.46
7.599242,7.56,35.38,-22.29,42.50
7.608001,7.50,35.42,-22.05,42.39
7.617961,7.39,35.23,-22.16,42.27
7.628527,7.24,35.34,-22.41,42.47
7.641142,7.24,35.12,-22.28,42.21
7.656413,7.46,34.99,-22.24,42.12
7.658742,7.67,34.78,-22.33,42.04
7.667869,7.69,34.82,-22.56,42.19
7.677992,7.93,34.76,-22.43,42.12
7.688419,7.88,34.63,-22.33,41.95
7.699727,8.08,34.71,-22.52,42.15
7.708030,8.31,34.82,-22.14,42.09
7.718625,8.08,34.86,-22.33,42.18
7.728857,7.95,34.99,-22.50,42.35
7.744218,7.67,34.97,-22.39,42.22
7.754791,7.65,35.08,-22.24,42.23
7.758349,7.44,35.23,-22.29,42.35
7.768638,7.33,35.34,-22.67,42.62
7.778132,7.37,35.40,-22.50,42.59
7.788204,7.31,35.34,-22.67,42.62
7.798890,7.37,35.36,-22.56,42.59
7.807707,7.41,35.46,-22.65,42.72
7.818359,7.18,35.70,-22.59,42.85
7.828710,6.99,35.53,-22.71,42.74
7.839670,6.81,35.64,-22.61,42.76
7.850388,6.69,35.57,-22.24,42.48
7.858673,6.51,35.72,-22.41,42.66
7.868232,6.54,35.72,-22.35,42.64
7.878636,6.58,35.89,-22.54,42.89
7.888170,6.43,35.72,-22.26,42.57
7.900789,6.69,35.62,-22.41,42.61
7.907973,7.11,35.79,-22.48,42.86
7.918114,7.29,35.76,-22.31,42.77
7.928637,7.41,35.91,-22.48,43.01
7.942550,7.41,35.70,-22.28,42.73
7.948365,7.13,35.66,-22.11,42.56
7.958329,7.07,35.70,-22.07,42.56
7.969193,7.11,35.70,-22.20,42.64
7.978157,7.22,35.79,-22.31,42.79
7.987432,7.01,35.74,-22.11,42.60
8.000961,7.03,35.64,-22.35,42.65
8.008720,7.14,35.64,-22.39,42.69
8.017923,7.14,35.64,-22.24,42.61
8.028041,7.44,35.62,-22.39,42.73
8.042151,7.33,35.44,-22.18,42.44
8.048558,7.28,35.48,-21.86,42.30
8.058220,7.11,35.46,-21.69,42.17
8.069280,7.20,35.33,-21.71,42.08
8.078166,7.07,35.49,-21.79,42.24
8.087693,7.13,35.29,-21.81,42.09
8.097675,7.28,35.34,-21.99,42.26
8.107830,7.16,35.49,-22.01,42.38
8.125875,7.37,35.49,-22.20,42.51
8.128294,7.44,35.21,-22.41,42.40
8.139535,7.35,35.16,-22.54,42.40
8.148040,7.18,35.21,-22.58,42.44
8.157991,7.20,35.18,-22.41,42.32
8.168311,6.98,35.18,-22.37,42.26
8.178270,6.69,35.10,-22.37,42.16
8.188014,6.84,35.03,-22.46,42.17
8.198407,6.88,35.06,-22.28,42.11
8.207856,6.98,35.23,-22.11,42.17
8.225746,7.37,35.34,-22.14,42.35
8.230068,7.67,35.31,-22.18,42.40
8.239749,7.69,35.16,-22.07,42.21
8.247967,7.89,35.34,-22.05,42.40
8.257790,7.95,35.46,-21.84,42.40
8.267864,7.89,35.61,-21.73,42.45
8.278131,7.88,35.74,-22.09,42.74
8.288065,7.93,36.00,-22.37,43.12
8.298447,7.89,36.06,-22.35,43.15
8.308878,7.56,36.04,-22.03,42.91
8.328393,7.48,36.08,-22.33,43.08
8.330310,7.18,36.08,-22.29,43.01
8.339580,7.37,36.19,-22.37,43.18
8.347754,7.20,35.87,-22.52,42.96
8.358304,7.31,35.61,-22.26,42.62
8.368429,7.35,35.36,-22.16,42.38
8.378243,7.29,35.38,-22.18,42.39
8.388584,7.44,35.23,-22.44,42.43
8.398040,7.61,35.14,-22.35,42.33
8.408763,7.54,35.12,-22.20,42.23
8.426680,7.39,35.04,-22.31,42.20
8.428482,7.65,35.21,-22.14,42.29
8.438714,7.48,35.34,-22.14,42.37
8.448008,7.31,35.48,-22.03,42.39
8.458171,6.86,35.46,-21.84,42.21
8.468640,6.71,35.87,-21.99,42.61
8.478670,6.77,35.98,-21.94,42.68
8.489110,6.81,35.89,-22.01,42.65
8.498195,6.90,35.94,-22.01,42.71
8.508468,6.68,35.81,-21.88,42.50
8.526883,6.64,35.83,-22.01,42.57
8.529075,6.79,35.76,-22.11,42.58
8.542177,6.99,35.53,-22.01,42.38
8.548155,7.07,35.21,-21.90,42.07
8.558341,6.79,35.34,-21.81,42.08
8.568223,6.79,35.42,-21.86,42.17
8.579050,6.54,35.21,-21.92,41.99
8.587982,6.51,35.42,-22.05,42.23
8.597936,6.36,35.44,-22.05,42.22
8.608155,6.00,35.31,-21.99,42.03
8.626909,6.41,35.44,-22.12,42.27
8.629051,6.49,35.78,-22.35,42.68
8.641379,6.66,35.78,-22.39,42.72
8.648582,6.81,35.78,-22.52,42.82
8.658018,6.96,35.78,-22.37,42.76
8.668035,7.01,35.94,-22.43,42.94
8.678182,7.13,36.04,-22.50,43.08
8.688291,7.24,36.15,-22.50,43.19
8.698451,6.88,35.91,-22.65,43.01
8.710140,6.69,35.62,-22.29,42.56
8.725533,6.90,35.59,-22.58,42.70
8.728145,6.84,35.55,-22.50,42.62
8.738107,6.73,35.68,-22.65,42.80
8.747875,6.71,35.31,-22.69,42.50
8.758390,6.75,35.34,-22.59,42.49
8.769866,6.73,35.19,-22.54,42.33
8.778179,6.86,35.68,-22.29,42.63
8.787489,6.71,35.70,-22.46,42.71
8.798037,6.41,35.68,-22.31,42.57
8.808113,6.34,35.78,-22.44,42.71
8.828355,6.49,35.68,-22.37,42.61
8.830191,6.39,35.96,-22.29,42.79
8.840583,6.41,35.89,-22.12,42.64
8.847915,6.47,35.91,-22.26,42.74
8.858222,6.43,35.64,-22.46,42.62
8.869142,6.58,35.68,-22.41,42.64
8.878374,6.69,35.42,-22.46,42.47
8.888764,6.77,35.36,-22.35,42.38
8.898386,6.75,35.34,-22.46,42.42
8.908515,6.79,35.19,-22.41,42.27
8.929048,6.84,35.16,-22.50,42.30
8.931436,6.54,35.18,-22.29,42.16
8.942144,6.60,34.93,-22.18,41.90
8.948055,6.73,34.89,-22.48,42.05
8.958945,6.96,34.88,-22.65,42.16
8.970501,7.05,34.84,-22.65,42.15
8.978946,7.14,34.89,-22.65,42.21
8.987959,7.20,34.84,-22.67,42.18
8.998572,7.31,35.06,-22.88,42.50
9.008393,7.78,35.18,-22.88,42.67
9.027118,7.61,35.66,-22.78,43.00
9.029277,7.37,35.81,-22.58,42.97
9.040952,7.20,36.11,-22.39,43.09
9.048447,7.11,35.93,-22.59,43.03
9.057888,7.01,35.79,-22.31,42.76
9.070824,7.09,35.68,-22.29,42.67
9.078835,7.09,35.55,-22.12,42.47
9.088687,7.03,35.55,-22.16,42.48
9.097512,7.33,35.31,-22.20,42.35
9.108679,7.93,35.08,-22.52,42.43
9.130202,8.04,34.97,-22.43,42.31
9.133627,8.21,35.10,-22.29,42.38
9.145306,8.49,35.18,-22.28,42.49
9.149455,8.55,35.29,-22.33,42.63
9.157814,8.46,35.21,-22.37,42.57
9.169872,8.44,35.25,-22.59,42.71
9.177835,8.12,35.25,-22.63,42.67
9.188328,7.59,35.42,-22.26,42.51
9.198702,7.39,35.36,-22.22,42.41
9.208978,7.24,35.38,-22.03,42.30
9.228814,7.09,35.25,-22.01,42.16
9.230725,6.84,35.06,-21.69,41.80
9.243147,6.88,34.97,-21.64,41.69
9.248637,6.77,34.84,-21.64,41.56
9.257807,6.98,34.91,-21.69,41.69
9.269488,7.09,34.86,-21.68,41.65
9.278312,7.14,34.78,-21.77,41.65
9.287753,7.24,34.76,-21.75,41.64
9.297975,7.03,34.88,-21.98,41.82
9.307788,7.03,35.14,-22.20,42.15
9.328566,6.88,35.38,-22.31,42.39
9.330378,6.71,35.34,-22.26,42.30
9.343379,6.79,35.04,-22.26,42.07
9.348279,6.62,35.08,-22.26,42.07
9.358098,6.56,35.27,-22.14,42.16
9.369649,6.60,35.21,-22.14,42.12
9.378264,6.88,35.38,-21.98,42.21
9.388271,7.03,35.27,-22.28,42.30
9.398111,7.11,35.16,-22.33,42.25
9.408116,7.14,35.21,-22.41,42.34
9.428707,7.11,35.49,-22.37,42.55
9.430527,7.07,35.49,-22.37,42.55
9.443793,7.35,35.33,-22.56,42.55
9.448093,7.29,35.51,-22.63,42.74
9.458028,7.11,35.53,-22.67,42.74
9.469984,7.14,35.46,-22.48,42.59
9.478086,7.22,35.23,-22.29,42.31
9.487712,7.39,35.27,-22.31,42.38
9.498246,7.58,35.06,-22.18,42.18
9.508511,7.84,34.93,-22.05,42.05
9.518277,7.73,34.91,-21.99,41.98
9.531911,7.73,34.65,-21.86,41.69
9.544410,7.82,34.71,-21.73,41.69
9.548136,7.82,34.88,-21.81,41.87
9.558585,7.76,35.10,-21.88,42.08
9.568769,7.82,34.99,-21.92,42.02
9.578662,7.43,35.10,-22.03,42.10
9.589335,7.41,35.34,-22.14,42.36
9.598537,7.29,35.55,-22.14,42.51
9.608010,7.35,35.72,-22.28,42.73
9.618472,7.22,35.51,-22.37,42.59
9.629976,7.11,35.33,-21.92,42.18
9.643044,7.22,35.46,-21.99,42.34
9.648754,7.28,35.51,-21.94,42.37
9.658038,7.37,35.53,-21.83,42.34
9.668191,7.13,35.40,-21.90,42.23
9.678760,7.29,35.33,-22.03,42.27
9.688755,7.54,35.38,-21.86,42.27
9.698532,7.89,35.36,-22.28,42.53
9.731599,8.10,35.51,-22.78,42.96
9.733878,8.16,35.38,-22.82,42.88
9.735122,8.06,35.27,-22.74,42.73
9.746772,7.95,35.23,-22.97,42.80
9.749077,8.33,35.10,-23.16,42.87
9.759037,8.38,35.23,-23.18,42.99
9.767619,8.18,35.23,-23.42,43.09
9.778022,8.01,35.27,-23.25,42.99
9.787987,7.95,35.38,-22.93,42.91
9.798014,8.04,35.34,-23.03,42.94
9.807762,7.99,35.46,-22.93,42.97
9.818213,8.04,35.51,-23.01,43.07
9.830356,7.93,35.59,-22.63,42.91
9.846028,7.80,35.59,-22.59,42.87
9.848895,7.67,35.51,-22.46,42.71
9.858017,7.78,35.51,-22.31,42.66
9.867763,7.84,35.51,-22.44,42.74
9.877939,7.69,35.61,-22.41,42.77
9.888471,7.63,35.59,-22.52,42.80
9.898001,7.69,35.64,-22.46,42.83
9.908024,7.48,35.79,-22.71,43.04
9.918120,7.50,35.64,-22.59,42.86
9.930850,7.65,35.66,-22.73,42.97
9.943931,7.35,35.74,-22.80,43.02
9.948624,7.22,35.55,-22.93,42.92
9.957718,7.22,35.33,-22.65,42.58
9.967797,7.52,35.34,-22.80,42.73
9.978656,7.39,35.25,-22.69,42.57
9.989290,7.48,35.18,-22.56,42.45
9.997579,7.46,35.31,-22.59,42.58
10.007966,7.44,35.29,-22.41,42.46
10.018443,7.46,35.23,-22.14,42.28
10.033004,7.73,35.27,-22.03,42.30
10.047747,7.69,35.53,-21.99,42.49
10.049533,7.50,35.51,-21.92,42.40
10.065921,7.76,35.59,-22.01,42.56
10.067699,7.74,35.53,-22.09,42.55
10.077484,7.69,35.53,-22.20,42.60
10.087686,7.88,35.55,-22.39,42.74
10.098023,7.99,35.49,-22.54,42.80
10.108683,7.58,35.40,-22.65,42.70
10.119156,7.41,35.25,-22.67,42.56
10.138778,7.43,35.27,-22.65,42.57
10.139970,7.31,35.25,-22.58,42.49
10.148307,7.61,35.25,-22.58,42.55
10.157629,7.63,35.10,-22.43,42.35
10.168015,7.31,35.10,-22.41,42.28
10.177908,7.20,35.08,-22.52,42.30
10.188831,7.26,35.21,-22.56,42.44
10.197907,7.26,35.21,-22.61,42.47
10.208004,7.43,35.27,-22.54,42.51
10.217778,7.39,35.16,-22.59,42.44
10.228408,7.09,35.14,-22.48,42.31
10.238376,7.01,35.16,-22.71,42.43
10.248493,7.05,35.19,-22.56,42.39
10.258390,7.31,35.08,-22.33,42.22
10.267893,7.56,35.04,-22.37,42.26
10.278222,7.46,35.19,-22.35,42.35
10.288556,7.16,35.16,-22.35,42.27
10.298370,7.18,35.27,-22.24,42.31
10.309013,7.41,35.51,-22.31,42.59
10.319030,7.46,35.40,-22.12,42.41
10.333681,7.44,35.42,-21.98,42.34
10.346703,7.31,35.57,-22.09,42.50
10.348954,7.16,35.48,-21.96,42.33
10.358837,7.31,35.40,-22.09,42.36
10.368498,7.54,35.44,-22.35,42.57
10.378416,7.31,35.51,-22.16,42.49
10.390047,7.09,35.38,-22.22,42.38
10.398158,7.20,35.57,-22.20,42.54
10.407910,7.43,35.51,-22.31,42.59
10.418507,7.37,35.42,-22.39,42.54
10.434323,7.20,35.68,-22.37,42.72
10.450415,7.39,35.46,-22.29,42.53
10.453148,7.33,35.38,-22.16,42.39
10.461413,7.43,35.25,-22.22,42.32
10.468166,7.61,35.16,-22.31,42.33
10.478678,7.56,35.08,-22.58,42.40
10.491038,7.63,35.19,-22.88,42.66
10.498630,7.89,35.23,-23.21,42.92
10.507857,8.27,35.03,-23.12,42.77
10.518787,8.40,35.18,-23.16,42.94
10.533662,8.74,35.04,-23.06,42.85
10.549118,9.15,34.95,-23.36,43.02
10.552815,9.47,34.76,-23.19,42.85
10.560833,9.94,34.65,-22.89,42.70
10.567950,10.31,34.31,-23.04,42.60
10.578564,10.44,34.05,-22.76,42.27
10.590757,10.97,33.83,-22.99,42.34
10.598363,11.49,33.43,-23.08,42.22
10.608426,12.09,33.51,-22.91,42.35
10.618292,12.60,33.36,-22.65,42.24
10.633656,12.84,33.24,-22.48,42.14
10.646397,13.28,33.17,-22.52,42.23
10.648462,13.76,33.19,-22.26,42.26
10.659007,14.48,33.08,-22.07,42.31
10.668180,14.89,32.91,-22.01,42.30
10.677981,15.24,32.78,-21.86,42.24
10.689829,15.64,32.49,-21.88,42.18
10.698300,16.35,32.03,-22.12,42.22
10.708343,16.99,31.91,-22.12,42.39
10.733352,17.57,31.43,-22.20,42.30
10.735409,17.81,31.09,-22.07,42.08
10.747764,18.28,31.13,-21.99,42.27
10.749520,18.79,30.77,-21.94,42.20
10.758565,19.28,30.86,-21.90,42.47
10.767799,19.82,30.75,-22.20,42.79
10.777669,19.97,30.81,-22.16,42.88
10.790117,20.51,30.56,-22.48,43.13
10.797846,20.64,30.49,-22.43,43.11
10.809809,21.00,30.34,-22.56,43.25
10.818227,21.24,29.81,-22.86,43.16
10.827647,21.39,29.79,-22.93,43.26
10.837731,21.60,29.61,-22.93,43.23
10.847940,21.30,29.53,-22.86,42.99
10.857760,21.28,29.70,-22.54,42.93
10.868547,21.15,29.63,-22.28,42.67
10.878607,21.19,29.66,-22.29,42.73
10.889585,21.13,29.76,-22.20,42.72
10.898529,20.91,29.98,-22.16,42.74
10.908796,20.74,30.09,-22.05,42.68
10.917899,20.62,29.98,-21.83,42.43
10.928100,20.85,29.85,-21.64,42.35
10.938205,20.94,29.68,-21.75,42.34
10.948385,20.96,29.76,-21.94,42.50
10.960119,21.02,29.79,-21.71,42.44
10.969455,21.08,29.72,-21.71,42.41
10.979541,20.94,29.72,-21.71,42.35
10.988660,20.94,29.87,-21.53,42.36
10.998890,20.85,29.85,-21.94,42.51
11.008677,20.14,29.78,-21.75,42.01
11.017809,20.01,29.81,-21.84,42.03
11.030692,19.76,29.72,-21.83,41.83
11.038166,19.48,29.85,-21.83,41.80
11.048298,19.50,30.00,-22.26,42.14
11.058178,19.50,29.85,-22.22,42.01
11.067555,19.58,29.81,-22.58,42.21
11.078054,19.78,29.83,-22.46,42.26
11.087912,20.21,29.96,-22.69,42.67
11.097622,20.29,29.70,-22.80,42.59
11.108334,20.34,29.74,-22.63,42.55
11.118457,20.44,29.70,-22.88,42.70
11.128625,20.10,29.49,-22.59,42.24
11.138628,20.18,29.89,-22.46,42.48
11.153961,20.01,29.89,-22.43,42.38
11.172066,19.59,30.11,-22.50,42.39
11.172908,19.61,29.93,-22.50,42.27
11.177600,19.73,30.15,-22.54,42.50
11.187141,19.89,30.13,-22.84,42.72
11.197757,19.93,30.21,-22.67,42.70
11.208174,20.14,30.32,-22.63,42.86
11.217988,20.10,30.13,-22.61,42.70
11.227685,20.25,30.02,-22.56,42.66
11.237772,20.53,29.93,-22.48,42.69
11.248084,20.48,30.17,-22.65,42.92
11.257990,20.33,30.17,-22.52,42.78
11.267633,20.21,30.19,-22.46,42.71
11.277538,20.34,30.19,-22.50,42.79
11.288373,20.59,30.06,-22.71,42.93
11.297682,20.55,30.11,-22.46,42.82
11.308048,20.78,30.23,-22.56,43.06
11.317361,20.74,30.19,-22.48,42.97
11.327645,21.02,30.21,-22.56,43.16
11.337226,20.98,30.34,-22.82,43.37
11.347373,21.02,30.47,-22.73,43.43
11.358514,21.02,30.43,-22.86,43.48
11.367982,20.79,30.62,-22.63,43.38
11.378562,20.78,30.77,-22.89,43.62
11.387872,20.53,30.73,-22.61,43.33
11.398378,20.21,30.83,-22.37,43.12
11.408441,20.03,30.77,-22.41,43.01
11.417884,19.88,30.71,-22.11,42.74
11.428464,19.84,30.62,-21.98,42.59
11.437917,19.59,30.53,-21.92,42.38
11.448422,19.50,30.51,-21.81,42.27
11.458561,19.63,30.30,-21.79,42.17
11.468350,19.48,30.08,-21.99,42.04
11.478476,19.48,30.19,-21.92,42.09
11.488186,19.44,30.19,-21.88,42.05
11.498275,19.44,30.09,-21.79,41.93
11.509048,19.29,30.23,-21.92,42.03
11.518431,19.29,30.21,-21.92,42.01
11.528775,19.26,30.32,-21.92,42.08
11.538383,19.12,30.41,-22.01,42.13
11.551488,18.92,30.62,-21.84,42.10
11.568190,19.24,30.39,-22.20,42.27
11.569929,19.18,30.32,-22.01,42.09
11.580157,19.29,30.51,-22.16,42.36
11.588148,19.43,30.53,-22.22,42.46
11.598614,19.46,30.60,-22.03,42.43
11.610409,19.58,30.39,-22.20,42.42
11.618267,19.58,30.38,-22.48,42.56
11.628792,19.82,30.41,-22.35,42.63
11.639325,19.69,30.38,-22.33,42.53
11.653861,19.76,30.13,-22.33,42.39
11.673600,19.56,30.02,-22.20,42.15
11.676528,19.46,29.93,-22.12,42.00
11.679223,19.31,29.72,-22.11,41.77
11.688260,19.56,29.72,-22.20,41.93
11.698014,19.54,29.66,-22.07,41.82
11.709052,19.50,29.70,-22.24,41.91
11.718025,19.52,29.66,-22.33,41.95
11.729078,19.52,30.02,-22.24,42.15
11.738425,19.73,29.93,-22.48,42.31
11.753398,19.58,29.89,-22.50,42.22
11.772687,19.67,30.23,-22.76,42.64
11.775316,19.26,30.17,-22.65,42.36
11.777731,19.20,30.04,-22.46,42.14
11.788172,19.44,30.06,-22.67,42.37
11.798147,19.37,30.19,-22.48,42.33
11.810365,19.31,30.30,-22.22,42.25
11.818446,19.14,30.11,-21.96,41.90
11.828160,19.18,30.11,-21.92,41.89
11.838672,19.24,30.06,-21.98,41.91
11.852416,19.22,30.24,-21.90,42.00
11.870000,19.18,30.58,-21.77,42.15
11.872322,18.84,30.47,-21.73,41.90
11.881712,18.84,30.47,-21.86,41.97
11.888344,19.12,30.45,-22.20,42.26
11.898110,19.43,30.45,-22.35,42.47
11.911485,19.56,30.56,-22.11,42.49
11.918053,19.86,30.60,-22.29,42.75
11.927814,19.86,30.39,-21.96,42.43
11.938571,20.12,30.13,-22.22,42.50
11.953958,20.06,30.04,-22.11,42.35
11.970384,19.95,30.19,-21.90,42.30
11.972909,19.80,30.02,-21.96,42.13
11.980459,19.56,30.23,-21.98,42.18
11.988376,19.56,30.45,-22.24,42.48
11.997639,19.46,30.26,-22.01,42.18
12.009680,19.50,30.47,-22.16,42.42
12.017969,19.48,30.53,-22.11,42.43
12.028510,19.61,30.49,-22.24,42.53
12.038321,19.82,30.43,-22.28,42.60
12.052218,19.82,30.39,-22.43,42.65
12.057880,19.93,30.41,-22.41,42.71
12.068566,19.89,30.11,-22.31,42.43
12.080822,19.71,30.02,-22.26,42.25
12.088199,19.84,29.98,-22.59,42.46
12.098653,20.06,30.09,-22.71,42.70
12.111357,20.04,30.24,-22.43,42.65
12.117865,20.08,30.38,-22.43,42.76
12.127712,20.04,30.66,-22.18,42.82
12.138383,19.82,30.77,-22.05,42.73
12.154421,19.86,30.94,-21.96,42.82
12.168743,19.74,31.14,-22.11,42.99
12.170446,19.41,31.14,-21.88,42.72
12.178573,19.01,31.14,-21.68,42.44
12.188124,18.94,31.22,-21.71,42.48
12.197920,18.81,31.09,-21.86,42.40
12.207997,18.98,30.96,-22.18,42.55
12.217652,19.11,30.84,-22.26,42.56
12.232186,18.96,30.84,-22.59,42.67
12.238220,18.90,30.60,-22.31,42.33
12.247837,19.16,30.73,-22.24,42.50
12.260323,19.33,30.64,-22.35,42.57
12.267991,19.18,30.54,-22.52,42.52
12.278423,19.11,30.49,-22.59,42.49
12.288308,18.88,30.28,-22.44,42.16
12.297798,18.86,30.43,-22.37,42.22
12.308003,18.96,30.13,-22.28,41.99
12.318104,18.90,30.36,-22.29,42.14
12.336935,19.01,30.17,-22.41,42.11
12.338909,18.92,30.09,-22.28,41.95
12.354075,19.16,30.06,-21.94,41.85
12.358127,19.44,30.21,-21.73,41.98
12.368622,19.44,30.28,-21.99,42.18
12.379092,19.59,30.30,-22.22,42.38
12.387762,19.80,30.23,-22.20,42.41
12.397848,19.82,30.23,-22.28,42.46
12.408077,19.80,30.30,-22.39,42.56
12.418060,19.88,30.32,-22.41,42.62
12.438074,19.91,30.51,-22.76,42.96
12.440536,19.82,30.08,-22.99,42.73
12.455341,19.52,30.23,-22.67,42.53
12.457849,19.26,30.11,-22.54,42.26
12.468228,18.99,30.34,-22.50,42.28
12.477570,18.98,30.43,-22.46,42.32
12.488356,18.86,30.30,-22.44,42.16
12.498456,18.54,30.36,-22.56,42.12
12.508330,18.53,30.41,-22.41,42.07
12.518372,18.45,30.58,-22.16,42.03
12.537090,18.81,30.54,-22.14,42.15
12.538999,18.83,30.45,-22.35,42.20
12.553790,18.88,30.58,-22.16,42.22
12.558825,18.99,30.62,-22.16,42.30
12.568634,18.90,30.54,-22.05,42.15
12.580407,19.03,30.75,-21.86,42.26
12.587825,18.98,30.73,-22.09,42.34
12.597823,18.92,30.79,-22.11,42.36
12.607782,18.92,30.79,-22.24,42.43
12.618003,19.07,30.69,-22.11,42.36
12.638933,19.12,30.58,-22.03,42.27
12.641892,19.35,30.51,-22.12,42.36
12.655695,19.31,30.68,-22.12,42.47
12.657598,19.41,30.58,-22.46,42.62
12.668330,19.54,30.34,-22.41,42.47
12.678085,19.54,30.39,-22.41,42.52
12.688139,19.44,30.43,-22.28,42.43
12.698282,19.28,30.45,-22.14,42.30
12.708155,19.39,30.49,-22.43,42.52
12.719615,19.16,30.24,-22.44,42.26
12.740361,19.28,30.39,-22.50,42.44
12.742749,19.31,30.36,-22.43,42.40
12.760010,19.11,30.47,-22.26,42.29
12.764271,19.05,30.69,-22.37,42.49
12.768967,19.12,30.54,-22.41,42.43
12.780483,19.16,30.79,-22.35,42.60
12.788528,19.24,30.51,-22.39,42.45
12.797985,19.26,30.64,-22.09,42.39
12.808743,19.24,30.68,-22.24,42.49
12.817967,19.41,30.58,-22.16,42.46
12.836914,19.33,30.51,-22.12,42.35
12.839094,19.54,30.38,-21.99,42.29
12.851621,19.31,30.32,-21.84,42.06
12.858408,19.37,30.26,-21.81,42.03
12.868465,19.20,30.38,-21.84,42.05
12.878801,19.09,30.56,-21.96,42.20
12.888298,18.99,30.47,-21.81,42.01
12.897726,18.53,30.39,-21.77,41.72
12.908170,18.81,30.58,-21.94,42.07
12.918139,18.62,30.45,-22.24,42.05
12.934691,18.64,30.68,-22.18,42.19
12.938116,18.60,30.79,-22.29,42.32
12.949121,18.56,31.01,-22.03,42.33
12.958138,18.60,31.01,-21.90,42.28
12.968538,18.81,31.01,-21.94,42.39
12.981418,18.73,31.07,-21.81,42.33
12.988168,18.75,31.01,-21.79,42.29
12.997827,18.99,30.99,-21.49,42.23
13.008032,18.94,31.05,-21.68,42.34
13.019076,19.01,30.86,-21.64,42.22
13.040260,18.77,30.77,-21.54,41.99
13.042870,18.64,30.83,-21.77,42.09
13.058267,18.56,30.81,-21.83,42.07
13.060610,18.64,31.05,-21.75,42.24
13.069070,18.60,31.22,-21.92,42.44
13.081564,18.24,31.18,-21.90,42.25
13.088836,18.47,31.11,-21.98,42.33
13.098689,18.56,31.07,-22.07,42.39
13.109411,18.51,31.11,-22.37,42.55
